ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,education_level_code,education_level_desc,type_of_skill_code,type_of_skill_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
318,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),756,Switzerland,5,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,2,2015,2018,"[2015, 2018]",,,,,,,,,,,,,,,,0.77501,,,0.75679,,,0.75679,,C: Country data
319,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),756,Switzerland,5,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,2,2015,2018,"[2015, 2018]",,,,,,,,,,,,,,,,0.72991,,,0.67816,,,0.67816,,C: Country data
320,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),760,Syrian Arab Republic,4,145,Western Asia,Country,38.50466565,35.01676176,SYR,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,3,2003,2011,"[2003, 2007, 2011]",,,,0.52988,,,,0.53582,,,,0.54422,,,,,,,,,,0.54422,,C: Country data
321,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.63212,,,0.52686,,,0.43706,,,0.49039,,,0.54797,,,0.60231,,,0.53983,,,0.53983,,C: Country data
322,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.69215,,,0.61631,,,0.5047,,,0.57351,,,0.67392,,,0.57652,,,0.41332,,,0.41332,,C: Country data
323,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2011,2011,[2011],,,,,,,,,,,,0.56094,,,,,,,,,,0.56094,,C: Country data
324,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_MATH,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.32726,,,,,,,0.32726,,C: Country data
325,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_READ,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.09937,,,,,,,0.09937,,C: Country data
326,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.11002,,,,,,,0.11002,,C: Country data
327,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.06134,,,,,,,0.06134,,C: Country data
328,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),780,Trinidad and Tobago,4,29,Caribbean,Country,-61.29389504,10.41877263,TTO,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,2,2009,2015,"[2009, 2015]",,,,,,,,,,0.40907,,,,,,0.50952,,,,,,0.50952,,C: Country data
329,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),780,Trinidad and Tobago,4,29,Caribbean,Country,-61.29389504,10.41877263,TTO,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,2,2009,2015,"[2009, 2015]",,,,,,,,,,0.50823,,,,,,0.5994,,,,,,0.5994,,C: Country data
